"idno","nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","hhmmb","gndr","agea","cntry","maritalb","chldhhe","domicil","eduyrs"
13141,20,5,59,10,10,0,3,"Mujeres",23,"Belgium","Soltero/a","Sin menores en el hogar","Gran ciudad",15
13156,210,5,105,5,5,7,5,"Varones",49,"Belgium","Casado/a",NA,"Afueras de una gran ciudad",10
13167,30,5,8,6,8,7,4,"Mujeres",45,"Belgium","Casado/a",NA,"Ciudad pequena",15
13170,30,5,115,7,9,7,2,"Mujeres",55,"Belgium","Divorciado/a",NA,"Afueras de una gran ciudad",19
13185,5,5,120,5,5,7,1,"Varones",37,"Belgium","Divorciado/a","Con menores en el hogar","Pueblo rural",18
13186,10,4,180,5,2,0,3,"Mujeres",35,"Belgium","Casado/a",NA,"Gran ciudad",12
13187,60,5,60,7,7,7,4,"Varones",59,"Belgium","Casado/a",NA,"Pueblo rural",16
13192,120,5,120,8,8,9,1,"Mujeres",73,"Belgium","Viudo/a","Con menores en el hogar","Ciudad pequena",15
13193,90,5,180,8,8,7,3,"Varones",59,"Belgium","Casado/a",NA,"Pueblo rural",17
13197,40,5,300,2,2,4,3,"Mujeres",16,"Belgium","Soltero/a","Sin menores en el hogar","Afueras de una gran ciudad",9
13201,150,4,60,5,9,5,2,"Mujeres",68,"Belgium","Casado/a","Con menores en el hogar","Ciudad pequena",12
13223,0,1,NA,5,5,0,1,"Mujeres",83,"Belgium","Divorciado/a","Con menores en el hogar","Gran ciudad",13
13226,60,5,10,1,5,2,2,"Mujeres",35,"Belgium","Soltero/a","Sin menores en el hogar","Gran ciudad",15
13232,0,5,10,4,7,6,1,"Varones",32,"Belgium","Soltero/a","Sin menores en el hogar","Ciudad pequena",17
13268,0,2,NA,7,8,8,2,"Mujeres",70,"Belgium","Divorciado/a","Con menores en el hogar","Gran ciudad",8
13269,45,4,60,6,6,7,4,"Varones",42,"Belgium","Soltero/a",NA,"Pueblo rural",13
13325,60,5,10,7,7,7,1,"Mujeres",30,"Belgium","Soltero/a","Sin menores en el hogar","Gran ciudad",19
13338,80,5,10,8,7,4,2,"Varones",34,"Belgium","Soltero/a","Sin menores en el hogar","Gran ciudad",16
13340,120,5,6,9,3,7,4,"Varones",41,"Belgium","Soltero/a",NA,"Pueblo rural",13
13352,0,5,NA,5,0,9,5,"Mujeres",32,"Belgium","Soltero/a",NA,"Pueblo rural",9
13397,30,5,210,3,5,1,4,"Varones",22,"Belgium","Soltero/a","Sin menores en el hogar","Pueblo rural",13
13406,30,5,60,5,5,7,3,"Varones",78,"Belgium","Casado/a",NA,"Ciudad pequena",17
13423,120,4,150,7,6,7,1,"Varones",58,"Belgium","Divorciado/a","Sin menores en el hogar","Afueras de una gran ciudad",12
13427,120,5,60,5,6,6,2,"Varones",76,"Belgium","Casado/a","Con menores en el hogar","Gran ciudad",13
13432,45,5,60,7,7,6,2,"Varones",64,"Belgium","Casado/a","Con menores en el hogar","Pueblo rural",15
13437,30,5,120,3,7,7,4,"Varones",37,"Belgium","Casado/a",NA,"Pueblo rural",20
13443,180,1,NA,0,6,6,1,"Mujeres",82,"Belgium","Viudo/a","Con menores en el hogar","Afueras de una gran ciudad",NA
13466,90,4,8,8,8,7,3,"Mujeres",52,"Belgium","Divorciado/a",NA,"Pueblo rural",24
13512,120,5,90,3,4,4,2,"Mujeres",75,"Belgium","Casado/a","Con menores en el hogar","Afueras de una gran ciudad",10
13513,10,5,300,5,8,5,2,"Mujeres",17,"Belgium","Soltero/a","Sin menores en el hogar","Afueras de una gran ciudad",11
13540,30,5,8,6,7,4,2,"Mujeres",28,"Belgium","Casado/a","Sin menores en el hogar","Gran ciudad",22
13548,60,5,30,5,7,5,2,"Mujeres",59,"Belgium","Casado/a","Sin menores en el hogar","Granja o casa en el campo",12
13573,60,5,30,3,5,4,3,"Varones",53,"Belgium","Soltero/a","Sin menores en el hogar","Pueblo rural",13
13592,30,5,60,7,7,5,4,"Mujeres",43,"Belgium","Soltero/a",NA,"Pueblo rural",13
13607,30,4,60,3,8,4,2,"Mujeres",61,"Belgium","Viudo/a","Con menores en el hogar","Pueblo rural",12
13629,10,5,180,7,8,7,4,"Varones",38,"Belgium","Casado/a",NA,"Pueblo rural",13
13637,60,5,60,6,7,3,2,"Varones",63,"Belgium","Casado/a","Con menores en el hogar","Afueras de una gran ciudad",17
13638,60,4,120,7,7,6,2,"Varones",73,"Belgium","Casado/a","Con menores en el hogar","Ciudad pequena",16
13639,60,5,240,4,6,7,3,"Varones",19,"Belgium","Soltero/a","Sin menores en el hogar","Ciudad pequena",15
13666,150,3,NA,7,5,7,2,"Varones",64,"Belgium","Soltero/a","Sin menores en el hogar","Ciudad pequena",15
13667,180,1,NA,4,7,4,2,"Mujeres",73,"Belgium","Divorciado/a",NA,"Pueblo rural",10
13676,60,5,60,3,5,3,2,"Varones",74,"Belgium","Divorciado/a","Con menores en el hogar","Pueblo rural",8
13689,15,5,180,4,4,2,7,"Varones",16,"Belgium","Soltero/a","Sin menores en el hogar","Gran ciudad",10
13691,15,4,60,0,0,5,2,"Mujeres",56,"Belgium","Viudo/a","Sin menores en el hogar","Pueblo rural",13
13697,35,5,330,7,6,2,4,"Varones",20,"Belgium","Soltero/a","Sin menores en el hogar","Granja o casa en el campo",15
13699,30,1,NA,5,4,1,1,"Mujeres",73,"Belgium","Viudo/a","Con menores en el hogar","Pueblo rural",6
13711,30,5,300,6,8,5,4,"Varones",19,"Belgium","Soltero/a","Sin menores en el hogar","Pueblo rural",12
13726,0,1,NA,1,2,1,2,"Varones",57,"Belgium","Divorciado/a",NA,"Ciudad pequena",9
13749,60,1,NA,4,3,4,2,"Varones",73,"Belgium","Casado/a","Con menores en el hogar","Pueblo rural",8
13757,0,5,25,7,9,0,2,"Varones",61,"Belgium","Casado/a","Sin menores en el hogar","Afueras de una gran ciudad",12
13795,60,1,NA,7,7,7,2,"Mujeres",87,"Belgium","Casado/a","Con menores en el hogar","Pueblo rural",10
13796,10,5,6,7,7,5,2,"Mujeres",28,"Belgium","Soltero/a","Sin menores en el hogar","Pueblo rural",13
13803,60,5,60,7,7,8,2,"Varones",67,"Belgium","Casado/a","Con menores en el hogar","Pueblo rural",16
13809,20,5,9,6,6,4,3,"Varones",35,"Belgium","Soltero/a",NA,"Pueblo rural",17
13815,90,5,240,5,5,1,1,"Varones",65,"Belgium","Divorciado/a","Con menores en el hogar","Pueblo rural",9
13824,120,5,60,7,7,7,5,"Varones",57,"Belgium","Casado/a",NA,"Granja o casa en el campo",17
13848,30,5,300,6,6,8,2,"Mujeres",29,"Belgium","Casado/a","Sin menores en el hogar","Pueblo rural",15
13870,58,5,120,6,7,7,4,"Varones",38,"Belgium","Casado/a",NA,"Ciudad pequena",18
13889,60,1,NA,3,5,5,2,"Mujeres",78,"Belgium","Casado/a","Con menores en el hogar","Gran ciudad",13
13914,60,5,60,1,6,5,2,"Varones",56,"Belgium","Soltero/a","Con menores en el hogar","Pueblo rural",17
13923,60,5,300,8,5,5,3,"Varones",33,"Belgium","Casado/a",NA,"Gran ciudad",15
13951,30,5,120,8,8,3,2,"Mujeres",59,"Belgium","Casado/a","Con menores en el hogar","Granja o casa en el campo",18
13967,30,4,60,6,6,4,2,"Varones",63,"Belgium","Casado/a","Con menores en el hogar","Ciudad pequena",10
13979,15,5,6,5,3,3,2,"Varones",34,"Belgium","Soltero/a","Sin menores en el hogar","Pueblo rural",27
13981,150,4,60,9,8,8,3,"Mujeres",51,"Belgium","Casado/a",NA,"Pueblo rural",16
14002,60,2,NA,9,8,8,2,"Mujeres",74,"Belgium","Casado/a","Con menores en el hogar","Pueblo rural",15
14020,0,1,NA,0,10,8,4,"Mujeres",29,"Belgium","Casado/a",NA,"Pueblo rural",13
14025,60,4,120,3,7,8,4,"Mujeres",56,"Belgium","Casado/a",NA,"Pueblo rural",16
14036,45,5,120,9,9,7,2,"Varones",61,"Belgium","Divorciado/a",NA,"Pueblo rural",25
14070,10,5,300,6,4,3,3,"Mujeres",20,"Belgium","Soltero/a","Sin menores en el hogar","Gran ciudad",14
14075,0,5,6,1,6,3,4,"Mujeres",43,"Belgium","Separado/a",NA,"Pueblo rural",18
14090,60,5,6,4,5,7,5,"Varones",17,"Belgium","Soltero/a","Sin menores en el hogar","Pueblo rural",11
14097,10,5,120,9,9,6,6,"Mujeres",32,"Belgium","Casado/a",NA,"Pueblo rural",12
14148,30,5,10,4,3,3,3,"Mujeres",23,"Belgium","Casado/a",NA,"Pueblo rural",17
14150,20,5,210,6,6,3,6,"Mujeres",26,"Belgium","Soltero/a","Sin menores en el hogar","Ciudad pequena",18
14166,45,2,NA,8,7,9,2,"Mujeres",76,"Belgium","Casado/a","Con menores en el hogar","Ciudad pequena",13
14169,75,3,NA,6,5,6,2,"Varones",65,"Belgium","Casado/a","Con menores en el hogar","Pueblo rural",12
14175,60,5,90,5,8,5,2,"Varones",57,"Belgium","Casado/a","Con menores en el hogar","Ciudad pequena",17
14181,120,1,NA,2,8,6,1,"Mujeres",82,"Belgium","Divorciado/a","Con menores en el hogar","Pueblo rural",13
14191,150,5,210,8,6,7,4,"Varones",44,"Belgium","Soltero/a",NA,"Ciudad pequena",12
14192,30,5,150,10,9,9,4,"Varones",37,"Belgium","Casado/a",NA,"Ciudad pequena",12
14195,60,5,180,5,7,6,3,"Mujeres",55,"Belgium","Casado/a",NA,"Pueblo rural",20
14200,10,4,1,3,7,5,2,"Varones",42,"Belgium","Soltero/a","Sin menores en el hogar","Ciudad pequena",12
14212,90,5,8,6,6,5,4,"Mujeres",54,"Belgium","Divorciado/a",NA,"Gran ciudad",16
14217,30,5,120,7,7,7,1,"Mujeres",58,"Belgium","Casado/a","Con menores en el hogar","Gran ciudad",15
14239,8,5,300,8,9,10,5,"Mujeres",18,"Belgium","Soltero/a","Sin menores en el hogar","Pueblo rural",11
14293,60,3,NA,5,5,6,1,"Varones",58,"Belgium","Divorciado/a","Con menores en el hogar","Pueblo rural",16
14304,30,5,90,7,7,4,5,"Mujeres",37,"Belgium","Casado/a",NA,"Afueras de una gran ciudad",23
14314,0,5,270,7,7,6,7,"Varones",18,"Belgium","Soltero/a","Sin menores en el hogar","Pueblo rural",12
14327,60,5,10,4,6,5,3,"Varones",29,"Belgium","Soltero/a",NA,"Pueblo rural",15
14328,10,3,NA,9,9,8,2,"Mujeres",59,"Belgium","Soltero/a",NA,"Pueblo rural",15
14352,20,5,9,4,5,4,2,"Varones",24,"Belgium","Soltero/a","Sin menores en el hogar","Pueblo rural",11
14364,30,5,120,7,7,4,3,"Varones",65,"Belgium","Casado/a",NA,"Afueras de una gran ciudad",12
14380,60,5,15,7,7,7,2,"Varones",77,"Belgium","Casado/a","Con menores en el hogar","Pueblo rural",13
14385,60,5,60,8,7,7,2,"Mujeres",62,"Belgium","Casado/a","Sin menores en el hogar","Pueblo rural",12
14390,20,5,120,0,5,2,3,"Mujeres",42,"Belgium","Divorciado/a",NA,"Ciudad pequena",18
14396,15,5,120,7,7,7,1,"Mujeres",42,"Belgium","Divorciado/a","Con menores en el hogar","Pueblo rural",15
14400,60,5,8,8,9,5,1,"Mujeres",61,"Belgium","Divorciado/a","Con menores en el hogar","Ciudad pequena",15
14408,60,5,180,6,5,8,4,"Mujeres",17,"Belgium","Soltero/a","Sin menores en el hogar","Ciudad pequena",11
14414,15,5,30,7,7,5,2,"Varones",73,"Belgium","Casado/a","Con menores en el hogar","Granja o casa en el campo",12
14433,30,5,240,3,5,2,1,"Mujeres",53,"Belgium","Divorciado/a","Con menores en el hogar","Ciudad pequena",13
14444,60,5,120,5,6,6,1,"Mujeres",50,"Belgium","Soltero/a","Sin menores en el hogar","Pueblo rural",12
14458,90,4,120,6,7,NA,1,"Mujeres",67,"Belgium","Divorciado/a","Con menores en el hogar","Pueblo rural",9
14462,15,4,210,6,5,4,4,"Mujeres",21,"Belgium","Soltero/a","Sin menores en el hogar","Gran ciudad",13
14464,120,5,10,6,0,3,5,"Varones",36,"Belgium","Casado/a",NA,"Pueblo rural",13
14487,0,1,NA,5,5,5,2,"Mujeres",65,"Belgium","Casado/a","Con menores en el hogar","Pueblo rural",10
14491,45,5,90,2,5,4,4,"Mujeres",32,"Belgium","Soltero/a",NA,"Pueblo rural",18
14510,15,5,60,8,8,7,4,"Mujeres",43,"Belgium","Soltero/a",NA,"Pueblo rural",15
14517,5,5,240,5,4,3,4,"Mujeres",43,"Belgium","Casado/a",NA,"Pueblo rural",10
14518,40,5,180,5,5,4,6,"Mujeres",20,"Belgium","Soltero/a","Sin menores en el hogar","Ciudad pequena",14
14524,60,5,150,1,6,5,2,"Varones",69,"Belgium","Casado/a","Sin menores en el hogar","Gran ciudad",12
14539,90,1,NA,5,6,4,2,"Varones",77,"Belgium","Casado/a","Con menores en el hogar","Pueblo rural",14
14543,30,3,NA,4,4,6,2,"Varones",55,"Belgium","Soltero/a","Sin menores en el hogar","Ciudad pequena",10
14544,90,5,61,8,7,5,2,"Varones",49,"Belgium","Soltero/a",NA,"Ciudad pequena",10
14546,150,1,NA,5,7,7,1,"Mujeres",78,"Belgium","Viudo/a","Con menores en el hogar","Gran ciudad",6
14573,60,5,7,10,9,6,4,"Mujeres",41,"Belgium","Casado/a",NA,"Ciudad pequena",17
14625,30,5,180,7,8,5,5,"Mujeres",27,"Belgium","Soltero/a","Sin menores en el hogar","Pueblo rural",18
14631,60,3,NA,4,6,7,2,"Varones",77,"Belgium","Casado/a","Con menores en el hogar","Gran ciudad",17
14670,30,5,60,3,3,3,4,"Varones",58,"Belgium","Casado/a",NA,"Ciudad pequena",12
14686,30,5,180,5,6,4,3,"Mujeres",48,"Belgium","Divorciado/a",NA,"Pueblo rural",16
14748,60,3,NA,6,5,4,2,"Varones",76,"Belgium","Casado/a","Con menores en el hogar","Pueblo rural",8
14760,60,5,120,7,2,6,3,"Varones",52,"Belgium","Casado/a",NA,"Pueblo rural",17
14780,30,4,180,5,5,9,8,"Mujeres",18,"Belgium","Soltero/a","Sin menores en el hogar","Gran ciudad",12
14785,35,5,8,3,4,5,1,"Mujeres",41,"Belgium","Soltero/a","Sin menores en el hogar","Ciudad pequena",14
14815,NA,5,9,8,2,7,3,"Mujeres",34,"Belgium","Soltero/a",NA,"Gran ciudad",22
14817,30,5,30,4,8,5,1,"Mujeres",18,"Belgium","Soltero/a","Sin menores en el hogar","Pueblo rural",15
14841,60,5,10,9,9,8,4,"Varones",52,"Belgium","Casado/a",NA,"Ciudad pequena",18
14864,90,5,60,3,5,5,3,"Mujeres",42,"Belgium","Divorciado/a",NA,"Ciudad pequena",16
14883,15,5,120,6,6,5,5,"Mujeres",36,"Belgium","Casado/a",NA,"Ciudad pequena",13
14898,30,4,120,6,6,7,2,"Mujeres",60,"Belgium","Casado/a","Con menores en el hogar","Pueblo rural",15
14909,90,4,120,0,10,5,4,"Varones",37,"Belgium","Soltero/a",NA,"Ciudad pequena",12
14967,15,5,30,9,9,9,3,"Mujeres",43,"Belgium","Casado/a",NA,"Ciudad pequena",12
14974,15,1,NA,7,5,6,1,"Mujeres",74,"Belgium","Soltero/a","Sin menores en el hogar","Afueras de una gran ciudad",8
14975,0,5,60,8,9,3,1,"Varones",35,"Belgium","Soltero/a","Sin menores en el hogar","Gran ciudad",16
14981,60,5,7,3,8,6,3,"Varones",56,"Belgium","Casado/a",NA,"Pueblo rural",15
14985,105,1,NA,6,7,5,2,"Mujeres",73,"Belgium","Divorciado/a","Con menores en el hogar","Pueblo rural",8
14996,50,5,240,7,7,4,2,"Mujeres",34,"Belgium","Soltero/a","Sin menores en el hogar","Pueblo rural",13
15008,70,5,240,3,4,1,3,"Mujeres",47,"Belgium","Casado/a",NA,"Pueblo rural",15
15021,0,5,NA,3,10,7,1,"Varones",51,"Belgium","Soltero/a","Sin menores en el hogar","Pueblo rural",13
15044,10,5,240,6,8,4,4,"Mujeres",17,"Belgium","Soltero/a","Sin menores en el hogar","Pueblo rural",10
15049,5,5,180,7,5,6,4,"Mujeres",19,"Belgium","Soltero/a","Sin menores en el hogar","Ciudad pequena",13
15059,90,5,180,7,3,2,2,"Mujeres",68,"Belgium","Casado/a","Con menores en el hogar","Pueblo rural",12
15115,30,5,300,7,7,8,4,"Varones",17,"Belgium","Soltero/a","Sin menores en el hogar","Pueblo rural",10
15164,30,5,60,5,7,7,1,"Mujeres",73,"Belgium","Viudo/a","Con menores en el hogar","Ciudad pequena",13
15165,30,5,NA,5,7,5,5,"Varones",40,"Belgium","Casado/a",NA,"Gran ciudad",8
15169,90,5,120,7,7,6,2,"Varones",54,"Belgium","Soltero/a","Con menores en el hogar","Afueras de una gran ciudad",18
15177,30,3,NA,2,6,4,1,"Mujeres",79,"Belgium","Viudo/a","Sin menores en el hogar","Pueblo rural",9
15195,5,5,180,8,5,2,1,"Varones",30,"Belgium","Soltero/a","Sin menores en el hogar","Ciudad pequena",18
15209,180,5,30,4,8,5,8,"Mujeres",17,"Belgium","Soltero/a","Sin menores en el hogar","Ciudad pequena",10
15217,60,4,60,2,5,3,4,"Mujeres",43,"Belgium","Viudo/a",NA,"Pueblo rural",10
15235,60,5,8,7,7,6,2,"Mujeres",23,"Belgium","Soltero/a","Sin menores en el hogar","Ciudad pequena",17
15240,30,5,9,7,8,4,5,"Mujeres",49,"Belgium","Casado/a",NA,"Gran ciudad",19
15244,90,5,150,9,9,4,2,"Varones",53,"Belgium","Soltero/a",NA,"Ciudad pequena",17
15261,15,5,240,8,7,4,4,"Mujeres",27,"Belgium","Soltero/a","Sin menores en el hogar","Pueblo rural",15
15276,120,4,150,7,7,7,3,"Varones",71,"Belgium","Casado/a",NA,"Pueblo rural",12
15278,210,2,NA,5,5,8,1,"Mujeres",73,"Belgium","Separado/a","Con menores en el hogar","Pueblo rural",14
15294,30,5,90,6,5,2,6,"Varones",22,"Belgium","Soltero/a","Sin menores en el hogar","Pueblo rural",16
15300,30,5,180,6,8,3,2,"Mujeres",69,"Belgium","Divorciado/a","Con menores en el hogar","Gran ciudad",18
15335,20,5,30,8,8,4,2,"Mujeres",32,"Belgium","Soltero/a","Sin menores en el hogar","Gran ciudad",17
15340,90,5,300,2,2,5,1,"Varones",78,"Belgium","Viudo/a","Con menores en el hogar","Pueblo rural",12
15351,20,5,240,2,2,5,2,"Mujeres",24,"Belgium","Soltero/a","Sin menores en el hogar","Pueblo rural",17
15360,60,5,120,5,5,8,2,"Varones",66,"Belgium","Divorciado/a","Con menores en el hogar","Pueblo rural",12
15362,90,5,8,8,9,9,4,"Mujeres",51,"Belgium","Casado/a",NA,"Pueblo rural",17
15384,90,5,6,9,5,4,4,"Varones",48,"Belgium","Casado/a",NA,"Granja o casa en el campo",13
15391,105,5,90,3,7,6,2,"Varones",80,"Belgium","Casado/a","Con menores en el hogar","Afueras de una gran ciudad",16
15403,150,5,210,1,9,6,1,"Varones",69,"Belgium","Divorciado/a","Con menores en el hogar","Afueras de una gran ciudad",12
15424,20,5,60,6,6,7,1,"Varones",58,"Belgium","Divorciado/a","Con menores en el hogar","Granja o casa en el campo",12
15431,30,1,NA,4,9,4,3,"Varones",63,"Belgium","Divorciado/a",NA,"Pueblo rural",18
15437,30,5,60,4,5,3,7,"Varones",52,"Belgium","Casado/a",NA,"Pueblo rural",17
15443,15,5,120,6,7,7,4,"Mujeres",41,"Belgium","Casado/a",NA,"Afueras de una gran ciudad",16
15460,5,5,180,5,5,3,2,"Mujeres",30,"Belgium","Soltero/a","Sin menores en el hogar","Pueblo rural",15
15463,160,3,NA,6,6,5,2,"Mujeres",73,"Belgium","Casado/a","Con menores en el hogar","Ciudad pequena",14
15472,10,5,60,7,5,8,4,"Mujeres",37,"Belgium","Casado/a",NA,"Afueras de una gran ciudad",16
15479,60,2,NA,4,6,5,3,"Varones",60,"Belgium","Divorciado/a",NA,"Pueblo rural",10
15493,90,5,120,5,5,5,1,"Varones",63,"Belgium","Soltero/a","Con menores en el hogar","Ciudad pequena",15
15509,30,5,120,2,6,4,4,"Mujeres",17,"Belgium","Soltero/a","Sin menores en el hogar","Gran ciudad",11
15525,0,4,210,5,9,7,4,"Varones",15,"Belgium","Soltero/a","Sin menores en el hogar","Pueblo rural",9
15535,61,4,300,3,5,6,4,"Mujeres",20,"Belgium","Soltero/a",NA,"Pueblo rural",13
15539,60,5,7,6,7,5,4,"Mujeres",20,"Belgium","Soltero/a","Sin menores en el hogar","Granja o casa en el campo",14
15545,120,5,300,7,8,9,1,"Mujeres",88,"Belgium","Viudo/a","Con menores en el hogar","Afueras de una gran ciudad",12
15575,60,3,NA,5,5,4,5,"Varones",45,"Belgium","Casado/a",NA,"Gran ciudad",9
15582,10,4,60,6,4,4,4,"Varones",35,"Belgium","Soltero/a",NA,"Pueblo rural",16
15592,90,5,150,8,8,8,4,"Varones",47,"Belgium","Casado/a",NA,"Pueblo rural",13
15594,60,5,6,6,7,6,1,"Varones",57,"Belgium","Divorciado/a","Con menores en el hogar","Ciudad pequena",13
15595,20,5,6,7,8,5,4,"Varones",18,"Belgium","Soltero/a","Sin menores en el hogar","Ciudad pequena",15
15604,60,5,60,5,5,4,2,"Mujeres",56,"Belgium","Casado/a","Con menores en el hogar","Afueras de una gran ciudad",11
15623,175,1,NA,1,5,4,2,"Varones",72,"Belgium","Casado/a","Con menores en el hogar","Pueblo rural",13
15628,30,5,210,5,5,4,5,"Mujeres",32,"Belgium","Casado/a",NA,"Ciudad pequena",12
15633,60,5,0,3,4,3,2,"Mujeres",72,"Belgium","Casado/a","Con menores en el hogar","Pueblo rural",10
15645,45,1,NA,6,8,7,2,"Mujeres",81,"Belgium","Casado/a","Sin menores en el hogar","Afueras de una gran ciudad",12
15659,30,5,150,6,8,7,5,"Varones",32,"Belgium","Casado/a",NA,"Pueblo rural",16
15682,60,5,210,5,8,2,3,"Varones",64,"Belgium","Soltero/a",NA,"Ciudad pequena",16
15702,60,4,300,6,6,6,2,"Mujeres",35,"Belgium","Soltero/a",NA,"Gran ciudad",12
15703,40,5,30,6,6,7,5,"Mujeres",45,"Belgium","Soltero/a",NA,"Granja o casa en el campo",21
15706,60,5,7,8,7,7,2,"Mujeres",54,"Belgium","Viudo/a",NA,"Pueblo rural",15
15726,90,5,60,6,8,6,2,"Varones",79,"Belgium","Casado/a","Con menores en el hogar","Ciudad pequena",10
15733,10,5,330,7,6,8,3,"Varones",21,"Belgium","Soltero/a","Sin menores en el hogar","Gran ciudad",8
15771,0,5,180,3,5,7,4,"Varones",20,"Belgium","Soltero/a","Sin menores en el hogar","Pueblo rural",8
15783,240,3,NA,8,6,4,2,"Varones",39,"Belgium","Casado/a","Con menores en el hogar","Ciudad pequena",10
15834,60,5,60,6,6,4,2,"Mujeres",44,"Belgium","Soltero/a","Sin menores en el hogar","Pueblo rural",16
15836,NA,5,NA,5,5,6,4,"Mujeres",49,"Belgium","Casado/a",NA,"Gran ciudad",12
15850,60,5,240,4,5,7,3,"Varones",32,"Belgium","Soltero/a","Sin menores en el hogar","Pueblo rural",12
15856,15,5,120,2,2,3,4,"Varones",31,"Belgium","Soltero/a",NA,"Granja o casa en el campo",9
15857,60,5,300,3,3,2,4,"Varones",43,"Belgium","Soltero/a",NA,"Ciudad pequena",18
15876,10,3,NA,6,7,6,2,"Varones",60,"Belgium","Casado/a","Con menores en el hogar","Pueblo rural",10
15888,15,5,10,7,6,7,4,"Mujeres",37,"Belgium","Casado/a",NA,"Ciudad pequena",15
15914,150,5,240,7,2,5,2,"Mujeres",54,"Belgium","Casado/a","Con menores en el hogar","Pueblo rural",15
15916,10,5,60,5,6,6,1,"Varones",75,"Belgium","Soltero/a","Con menores en el hogar","Afueras de una gran ciudad",18
15925,60,1,NA,4,6,4,2,"Mujeres",82,"Belgium","Casado/a","Con menores en el hogar","Pueblo rural",16
15947,60,5,8,7,7,7,5,"Varones",49,"Belgium","Casado/a",NA,"Afueras de una gran ciudad",19
15957,15,5,8,4,4,4,1,"Mujeres",47,"Belgium","Divorciado/a","Sin menores en el hogar","Granja o casa en el campo",13
15996,0,5,210,5,3,5,2,"Varones",21,"Belgium","Soltero/a","Sin menores en el hogar","Afueras de una gran ciudad",14
16015,NA,5,8,4,4,4,2,"Varones",41,"Belgium","Casado/a","Sin menores en el hogar","Gran ciudad",7
16033,60,5,300,6,5,5,1,"Varones",53,"Belgium","Divorciado/a","Sin menores en el hogar","Ciudad pequena",17
16042,30,5,90,8,8,5,4,"Varones",58,"Belgium","Casado/a",NA,"Ciudad pequena",18
16065,30,3,NA,7,9,3,1,"Mujeres",74,"Belgium","Viudo/a","Con menores en el hogar","Pueblo rural",8
16100,60,5,30,5,7,3,2,"Mujeres",63,"Belgium","Viudo/a","Con menores en el hogar","Pueblo rural",13
16122,10,5,120,3,5,5,5,"Varones",17,"Belgium","Soltero/a",NA,"Pueblo rural",12
16131,20,5,120,9,9,8,6,"Mujeres",44,"Belgium","Casado/a",NA,"Pueblo rural",16
16137,90,1,NA,5,6,7,2,"Mujeres",80,"Belgium","Casado/a","Con menores en el hogar","Afueras de una gran ciudad",10
16150,30,1,NA,5,5,7,1,"Varones",67,"Belgium","Divorciado/a","Con menores en el hogar","Afueras de una gran ciudad",NA
16156,30,5,60,4,7,8,1,"Mujeres",73,"Belgium","Viudo/a","Con menores en el hogar","Ciudad pequena",6
16175,0,5,90,3,6,4,3,"Mujeres",59,"Belgium","Casado/a",NA,"Pueblo rural",13
16232,90,5,270,5,5,6,4,"Varones",31,"Belgium","Casado/a",NA,"Ciudad pequena",17
16258,120,5,NA,7,7,8,3,"Mujeres",52,"Belgium","Divorciado/a",NA,"Pueblo rural",17
16280,15,5,60,4,4,4,1,"Varones",NA,"Belgium","Soltero/a","Sin menores en el hogar","Gran ciudad",4
16283,45,5,60,7,7,5,2,"Mujeres",49,"Belgium","Soltero/a",NA,"Pueblo rural",13
16284,30,5,30,7,4,6,4,"Varones",21,"Belgium","Soltero/a","Sin menores en el hogar","Pueblo rural",14
16292,60,3,NA,5,3,5,2,"Varones",65,"Belgium","Casado/a","Con menores en el hogar","Pueblo rural",18
